project_key,nk_company_id,nk_project_id,nk_org_id,nk_employee_id,nk_level_number,project_type,project_name,project_long_name,billable_project_flag,active_flag,project_classification,project_end_date,project_start_date,account_group_code,time_collection_project_flag,revenue_formula_code,revenue_formula_description,bill_info_flag,project_total_value,project_level2_value,proj_link_name,proj_link_cust_id,customer_name,supervisor_id,supervisor_name,pm_id,project_manager,project_classification_type,project_linked_project_name,linked_project_contract_value,billing_currency_cd,contract_value_usd,row_is_current,Client Go Live,Complexity,Country,City,Project Status,Risk Metric
PRJ2027-619,COMP72241,PROJ4236,ORG82820,,LVL2,IT Infrastructure,Data Analytics Platform Implementation,,,,Small Business,16/10/2023,27/07/2023,ACC974,SUP9811,,,,,,,,"Smith, Gallegos and Lee",SUP7728,Dustin Guzman,PM2439,Christopher Lane,,,,,26546,,06/11/2023,High,Australia,South Robertstad,Completed,Low
PRJ2021-537,COMP76315,PROJ3743,ORG73154,,LVL3,Software Development,IT Audit and Compliance,,,,Small Business,,05/06/2021,ACC889,SUP9109,,,,,,,,"Cole, Baker and Castro",SUP4837,Kari Dunn,PM9611,Brett Thompson,,,,,11727,,,Low,Brazil,East Bobby,In Progress,High
PRJ2021-568,COMP58492,PROJ5969,ORG85248,,LVL1,Software Development,Database Migration,,,,Enterprise,04/03/2025,06/09/2022,ACC136,SUP6365,,,,,,,,Schwartz-Brown,SUP8945,Jennifer Bernard,PM8255,Kristy Jackson,,,,,11835,,01/04/2025,Medium,Australia,East Shannontown,Completed,Medium
PRJ2022-693,COMP62057,PROJ1247,ORG89413,,LVL3,Software Development,Database Migration,,,,Small Business,25/11/2025,03/09/2024,ACC971,SUP7765,,,,,,,,Hogan LLC,SUP5019,Jennifer Mercer,PM9260,Garrett Hill,,,,,37798,,24/12/2025,Low,UK,North Albertfurt,In Progress,Medium
PRJ2022-230,COMP15534,PROJ9553,ORG37370,,LVL2,IT Infrastructure,Managed Helpdesk Services,,,,Small Business,18/10/2024,13/09/2024,ACC453,SUP1124,,,,,,,,White Ltd,SUP6261,Kenneth Davis,PM7694,Mary Ramos,,,,,37536,,17/11/2024,High,Brazil,West Deanna,In Progress,Medium
PRJ2024-881,COMP98635,PROJ8196,ORG87161,,LVL1,IT Consulting,IT Audit and Compliance,,,,Enterprise,19/01/2024,30/04/2021,ACC290,SUP3098,,,,,,,,Miller Inc,SUP6368,Glenn Pennington,PM7646,Tanya Baker,,,,,16121,,01/02/2024,Low,USA,Jeremyfurt,Completed,Medium
PRJ2024-248,COMP46877,PROJ3277,ORG28195,,LVL2,IT Infrastructure,Data Analytics Platform Implementation,,,,Enterprise,,23/05/2024,ACC570,SUP4977,,,,,,,,Freeman-Fry,SUP8952,Michael Adams,PM3124,Mark Potter,,,,,10418,,,Low,Germany,Angelastad,In Progress,Medium
PRJ2022-651,COMP39647,PROJ1715,ORG87629,,LVL3,IT Infrastructure,Data Analytics Platform Implementation,,,,Enterprise,01/07/2022,05/01/2022,ACC631,SUP3998,,,,,,,,"Valenzuela, Gonzalez and Fischer",SUP5938,Joseph Thomas,PM5338,Tara Smith,,,,,35507,,09/07/2022,High,UK,North Adam,In Progress,Low
PRJ2022-147,COMP63250,PROJ8911,ORG67277,,LVL1,IT Infrastructure,Mobile App Development,,,,Enterprise,22/07/2025,20/05/2024,ACC924,SUP9131,,,,,,,,Moses-Black,SUP5483,Jodi Hebert,PM8487,Mary Norton,,,,,37050,,23/07/2025,Low,USA,Colliertown,Completed,Low
PRJ2028-205,COMP52299,PROJ7411,ORG38020,,LVL1,IT Consulting,Infrastructure Upgrade,,,,Small Business,10/02/2024,10/06/2021,ACC742,SUP9780,,,,,,,,Flores Group,SUP4343,Christopher Howe,PM6413,Ryan Anderson,,,,,22449,,03/03/2024,High,Spain,Stephensland,In Progress,Medium
PRJ2023-782,COMP25185,PROJ3913,ORG63288,,LVL2,IT Consulting,Data Analytics Platform Implementation,,,,Small Business,26/11/2024,28/03/2022,ACC500,SUP9897,,,,,,,,"Lambert, Gray and Haynes",SUP2281,Alexander Beard,PM4825,Susan Smith,,,,,14591,,19/12/2024,High,Australia,Garnerberg,In Progress,Medium
PRJ2028-206,COMP69763,PROJ1062,ORG37480,,LVL1,Software Development,Infrastructure Upgrade,,,,Small Business,05/04/2026,11/02/2024,ACC616,SUP2054,,,,,,,,"Ayala, Clark and Hunt",SUP2107,Joseph Sutton,PM4544,David Martinez,,,,,16237,,05/05/2026,Low,UK,South Cherylview,Completed,Medium
PRJ2022-947,COMP10636,PROJ1981,ORG34535,,LVL1,IT Infrastructure,E-commerce Platform Integration,,,,Small Business,04/10/2023,17/06/2021,ACC495,SUP7211,,,,,,,,"Collins, Bradford and Peterson",SUP6551,Randall Dixon,PM2228,Kelly Berger,,,,,43861,,31/10/2023,High,Australia,Lake Steven,In Progress,Medium
PRJ2024-857,COMP50771,PROJ4791,ORG15938,,LVL2,IT Consulting,Client Portal Revamp,,,,Enterprise,03/01/2027,11/12/2024,ACC535,SUP9119,,,,,,,,Rodriguez-Gray,SUP5148,Michael May,PM2775,Pamela Lozano,,,,,27951,,19/01/2027,High,France,West Susanton,In Progress,Medium
PRJ2028-823,COMP85569,PROJ4491,ORG91213,,LVL2,Software Development,CRM Implementation,,,,Enterprise,27/09/2025,29/01/2023,ACC978,SUP2375,,,,,,,,"Cruz, Frye and Mcdonald",SUP6187,Rita Smith,PM3965,Angel Rodriguez,,,,,46940,,15/10/2025,Low,France,Port Ninaborough,Completed,Medium
PRJ2025-178,COMP24336,PROJ8010,ORG84417,,LVL3,Software Development,Network Troubleshooting & Support,,,,Small Business,03/03/2025,06/09/2024,ACC192,SUP7204,,,,,,,,Castillo Inc,SUP6007,Ronald White,PM5377,Julia Chavez,,,,,14578,,24/03/2025,Medium,Brazil,Stonemouth,Completed,High
PRJ2022-251,COMP85460,PROJ5400,ORG90515,,LVL3,IT Consulting,Infrastructure Upgrade,,,,Enterprise,16/03/2025,10/10/2024,ACC399,SUP4386,,,,,,,,Thompson-Krueger,SUP7625,Shawn Miller,PM8017,Linda Williams,,,,,48555,,19/03/2025,Medium,UK,Port James,In Progress,Medium
PRJ2026-418,COMP39760,PROJ9234,ORG33135,,LVL1,IT Consulting,Web Application Development,,,,Enterprise,02/02/2024,16/07/2021,ACC957,SUP8086,,,,,,,,"Warren, Estrada and Lane",SUP2077,James Lopez,PM3319,Jared Solis,,,,,13199,,11/02/2024,Low,Germany,Kimberlybury,In Progress,Medium
PRJ2026-240,COMP69464,PROJ4700,ORG64230,,LVL2,IT Infrastructure,Data Analytics Platform Implementation,,,,Small Business,07/08/2026,13/06/2024,ACC408,SUP1715,,,,,,,,"Smith, Russell and Coleman",SUP4710,Mr. Trevor Cook,PM6271,Wendy Flores MD,,,,,20585,,18/08/2026,High,Canada,South Michelleview,Completed,Medium
PRJ2024-379,COMP70765,PROJ3410,ORG79840,,LVL2,Software Development,Web Application Development,,,,Small Business,27/03/2025,21/04/2024,ACC169,SUP5568,,,,,,,,Johnson-Jimenez,SUP5815,Leon Harrington,PM5341,Robert Hill,,,,,49157,,07/04/2025,High,Italy,Thomasfort,Completed,Low
PRJ2028-942,COMP51109,PROJ4755,ORG98164,,LVL3,IT Infrastructure,IT Audit and Compliance,,,,Small Business,,05/12/2021,ACC714,SUP1910,,,,,,,,Moore and Sons,SUP9583,Christine Kelly,PM5484,Paul Paul,,,,,17785,,,High,Canada,Yustad,Completed,High
PRJ2027-740,COMP82540,PROJ2914,ORG78164,,LVL1,Software Development,Network Troubleshooting & Support,,,,Small Business,01/03/2024,24/04/2022,ACC624,SUP7641,,,,,,,,"Harris, Warner and Maynard",SUP2535,Brandi Kelly,PM9605,Matthew Wiley,,,,,40179,,10/03/2024,Medium,Spain,West Alanport,Completed,High
PRJ2022-748,COMP47400,PROJ6125,ORG33242,,LVL2,IT Infrastructure,Client Portal Revamp,,,,Small Business,15/10/2024,29/05/2023,ACC227,SUP7369,,,,,,,,Smith-Robles,SUP4433,Jason Clark,PM5540,Emily Perez,,,,,18109,,31/10/2024,Medium,Brazil,New Monica,Completed,Medium
PRJ2028-601,COMP55789,PROJ3247,ORG59706,,LVL1,IT Infrastructure,Managed Helpdesk Services,,,,Small Business,04/05/2025,18/10/2024,ACC246,SUP3604,,,,,,,,"Stevenson, Mason and Valentine",SUP5390,Regina Jimenez,PM2232,Jordan Evans,,,,,30982,,11/05/2025,Low,Japan,Hodgesborough,In Progress,Medium
PRJ2024-761,COMP58524,PROJ2026,ORG45928,,LVL3,IT Consulting,E-commerce Platform Integration,,,,Enterprise,,22/02/2023,ACC694,SUP2835,,,,,,,,"Taylor, Brown and Day",SUP5740,Tamara Bridges,PM2521,Laura Ramsey,,,,,39712,,,Low,Japan,Traciefurt,In Progress,Medium
PRJ2027-215,COMP50153,PROJ1560,ORG43513,,LVL3,IT Consulting,Network Troubleshooting & Support,,,,Small Business,16/03/2024,05/10/2023,ACC888,SUP2692,,,,,,,,"Duncan, Harrison and Baker",SUP2141,Alexandra Garcia,PM5290,Timothy Willis,,,,,49215,,30/03/2024,Medium,Germany,North Shawn,Completed,High
PRJ2026-864,COMP68321,PROJ1221,ORG17857,,LVL2,IT Consulting,Infrastructure Upgrade,,,,Enterprise,04/02/2025,14/06/2024,ACC682,SUP6192,,,,,,,,Williams Ltd,SUP1744,Michael Harper,PM4899,Elizabeth Garcia,,,,,10006,,09/02/2025,Low,Australia,Tarafort,In Progress,Medium
PRJ2025-361,COMP30193,PROJ5966,ORG72360,,LVL3,Software Development,CRM Implementation,,,,Small Business,19/10/2022,27/10/2022,ACC649,SUP1618,,,,,,,,Kennedy-Zhang,SUP6840,Mario Baker,PM8702,James Martinez,,,,,19605,,25/10/2022,High,Canada,Crystalport,In Progress,High
PRJ2022-828,COMP60339,PROJ9088,ORG18716,,LVL3,IT Infrastructure,Web Application Development,,,,Small Business,05/10/2024,26/08/2022,ACC110,SUP9228,,,,,,,,Oconnell-White,SUP5810,Courtney Norman,PM2183,Robert Wilson,,,,,29861,,03/11/2024,Medium,Italy,Wendychester,In Progress,Low
PRJ2024-355,COMP38051,PROJ9960,ORG74512,,LVL1,IT Infrastructure,IT Audit and Compliance,,,,Small Business,03/09/2025,30/01/2024,ACC170,SUP9665,,,,,,,,"Cooper, Collins and Higgins",SUP4410,Jeffrey Smith,PM3749,Sara Shaw,,,,,46133,,18/09/2025,Low,Italy,Perezshire,In Progress,Medium
PRJ2027-403,COMP86173,PROJ4084,ORG33307,,LVL2,IT Infrastructure,Cloud Security Optimization,,,,Enterprise,19/01/2026,14/05/2023,ACC152,SUP8032,,,,,,,,"Sandoval, Burch and Gomez",SUP7133,Mr. Blake Shepherd,PM4643,Cassandra Walker,,,,,18039,,12/02/2026,Medium,USA,East Kristyborough,In Progress,Medium
PRJ2028-820,COMP38443,PROJ9819,ORG17819,,LVL2,Software Development,E-commerce Platform Integration,,,,Small Business,29/07/2025,18/02/2023,ACC380,SUP4626,,,,,,,,"Salazar, Schneider and Wyatt",SUP5206,Jennifer Garcia,PM6129,John Baker,,,,,22942,,24/08/2025,High,USA,Timothyburgh,In Progress,Low
PRJ2025-903,COMP32115,PROJ7090,ORG50678,,LVL1,IT Consulting,Client Portal Revamp,,,,Small Business,25/03/2025,30/11/2023,ACC376,SUP1629,,,,,,,,"Ramsey, Brown and Allen",SUP2531,Brian Ray,PM7982,Joanna Rodriguez,,,,,19976,,29/03/2025,Low,France,North Kayla,In Progress,Medium
PRJ2027-863,COMP65110,PROJ7657,ORG86865,,LVL3,IT Infrastructure,Web Application Development,,,,Enterprise,09/01/2023,14/10/2021,ACC786,SUP5604,,,,,,,,Owens Inc,SUP4823,Howard Fletcher,PM3141,Victoria Smith,,,,,26068,,16/01/2023,Low,France,Elizabethburgh,In Progress,Medium
PRJ2028-859,COMP95610,PROJ2163,ORG45528,,LVL1,IT Consulting,Mobile App Development,,,,Small Business,13/06/2023,25/02/2023,ACC193,SUP9181,,,,,,,,"Shaw, Kent and Moran",SUP6536,Chelsea Wood,PM9835,Cameron Ramos,,,,,14955,,12/07/2023,Low,Australia,South Allison,In Progress,Medium
PRJ2023-746,COMP72640,PROJ8914,ORG84795,,LVL1,IT Infrastructure,Client Portal Revamp,,,,Small Business,29/04/2024,07/02/2022,ACC341,SUP2799,,,,,,,,Rocha PLC,SUP3099,Dana Allen MD,PM5385,Becky Lopez,,,,,42481,,10/05/2024,Low,USA,Wadeland,Completed,Medium
PRJ2025-410,COMP47509,PROJ8715,ORG53477,,LVL3,IT Infrastructure,Cloud Security Optimization,,,,Enterprise,06/08/2023,09/06/2023,ACC220,SUP9172,,,,,,,,Nielsen and Sons,SUP5698,Angel Martinez,PM7536,Shane Wilson,,,,,18655,,23/08/2023,Low,France,South Sara,In Progress,Medium
PRJ2028-197,COMP41929,PROJ6019,ORG94900,,LVL3,IT Infrastructure,Database Migration,,,,Small Business,23/01/2026,02/10/2024,ACC134,SUP9505,,,,,,,,Brennan Inc,SUP4186,Teresa Hall,PM2248,Jessica Clark,,,,,15086,,19/02/2026,High,Spain,Michelleport,Completed,Low
PRJ2024-841,COMP37726,PROJ6092,ORG89552,,LVL2,IT Infrastructure,Cloud Security Optimization,,,,Enterprise,04/04/2027,10/11/2024,ACC594,SUP5382,,,,,,,,Lyons PLC,SUP5032,John Flowers,PM6629,Virginia Mccoy,,,,,46689,,06/04/2027,Medium,Japan,New Douglas,In Progress,Low
PRJ2023-615,COMP22858,PROJ4159,ORG26102,,LVL1,Software Development,CRM Implementation,,,,Enterprise,08/02/2026,12/06/2024,ACC154,SUP2814,,,,,,,,Roberts-Schneider,SUP4109,Todd Davis DDS,PM3338,Dominique Medina,,,,,27889,,15/02/2026,Low,Spain,Dianaton,In Progress,Medium
PRJ2028-909,COMP27115,PROJ2532,ORG28366,,LVL1,Software Development,Web Application Development,,,,Enterprise,25/07/2021,21/04/2021,ACC929,SUP8604,,,,,,,,"Graham, Williams and Kelly",SUP4342,Christina Barker,PM9395,Christine Reynolds,,,,,48782,,04/08/2021,Low,Australia,Mooneymouth,In Progress,Medium
PRJ2026-781,COMP35305,PROJ8686,ORG59376,,LVL3,Software Development,Web Application Development,,,,Enterprise,,16/04/2021,ACC791,SUP2649,,,,,,,,Moore PLC,SUP3112,Christopher Higgins,PM6975,Autumn Allen,,,,,39322,,,Medium,USA,South Christopher,In Progress,High
PRJ2027-657,COMP27478,PROJ2577,ORG54136,,LVL1,IT Consulting,Cloud Security Optimization,,,,Small Business,18/05/2021,15/04/2021,ACC995,SUP2986,,,,,,,,Kane LLC,SUP1097,Aaron Fox,PM6945,Jason Acosta MD,,,,,22394,,03/06/2021,Low,Italy,East Patty,Completed,High
PRJ2025-969,COMP96757,PROJ1805,ORG57273,,LVL3,Software Development,IT Audit and Compliance,,,,Enterprise,18/03/2024,07/09/2021,ACC173,SUP1352,,,,,,,,Francis-Allen,SUP2026,Brian Woodard,PM2838,Jeffrey Gallegos,,,,,27852,,09/04/2024,Low,Japan,Arthurland,In Progress,Low
PRJ2027-472,COMP69398,PROJ5794,ORG60813,,LVL2,IT Consulting,Infrastructure Upgrade,,,,Enterprise,29/01/2027,15/10/2024,ACC803,SUP6434,,,,,,,,Brown-Rivera,SUP7310,Brianna Thompson,PM8200,Lisa Gonzalez,,,,,16249,,13/02/2027,Medium,USA,Owensside,Completed,Low
PRJ2028-506,COMP23838,PROJ4809,ORG66905,,LVL3,IT Consulting,CRM Implementation,,,,Small Business,15/04/2025,26/03/2024,ACC688,SUP5575,,,,,,,,"Briggs, Johnson and Hawkins",SUP2589,Richard Morgan,PM5469,Craig Nelson,,,,,42862,,19/04/2025,Medium,Germany,New John,Completed,Low
PRJ2021-651,COMP53671,PROJ8343,ORG66998,,LVL2,IT Infrastructure,Network Troubleshooting & Support,,,,Small Business,30/03/2025,28/02/2023,ACC420,SUP6253,,,,,,,,Cortez-Rivera,SUP4628,Michael Bryant,PM6350,Nicole Torres,,,,,11113,,25/04/2025,Medium,Japan,Jodiport,Completed,High
PRJ2021-284,COMP62927,PROJ8234,ORG27469,,LVL2,IT Infrastructure,Client Portal Revamp,,,,Enterprise,14/11/2026,12/04/2024,ACC338,SUP9757,,,,,,,,Fuller-Elliott,SUP7496,Joseph Dillon,PM8981,Anthony Morris,,,,,46529,,14/12/2026,Low,Canada,Lake Seanberg,In Progress,Medium
PRJ2025-592,COMP17198,PROJ6976,ORG33978,,LVL1,Software Development,Managed Helpdesk Services,,,,Small Business,18/07/2022,25/04/2022,ACC535,SUP7450,,,,,,,,Hooper-Solis,SUP2577,Ms. Karen Morton MD,PM9931,Jennifer Smith,,,,,20755,,23/07/2022,Medium,UK,Carlyside,Completed,Medium
PRJ2024-924,COMP56982,PROJ4863,ORG87458,,LVL2,IT Consulting,CRM Implementation,,,,Enterprise,08/01/2026,05/05/2023,ACC835,SUP3852,,,,,,,,Miller Ltd,SUP9895,Mark Harrison,PM8120,Sierra Martin,,,,,42668,,25/01/2026,Low,Canada,Lake Victor,In Progress,Medium
PRJ2024-693,COMP36046,PROJ3780,ORG34198,,LVL3,Software Development,Client Portal Revamp,,,,Small Business,20/12/2026,25/04/2024,ACC801,SUP4199,,,,,,,,"Cantu, Mullen and Shah",SUP3131,Joshua Cochran,PM6962,Mark Wright,,,,,34877,,10/01/2027,Low,Brazil,Emilyview,In Progress,Medium
PRJ2021-347,COMP53574,PROJ9328,ORG17820,,LVL2,IT Infrastructure,Cloud Security Optimization,,,,Small Business,29/12/2025,05/04/2023,ACC410,SUP3324,,,,,,,,Brown-Mack,SUP7822,Joseph Mason,PM7154,Joseph Morrow,,,,,18587,,14/01/2026,Low,France,Greenberg,In Progress,Low
PRJ2027-545,COMP65327,PROJ5297,ORG21023,,LVL3,IT Consulting,E-commerce Platform Integration,,,,Small Business,25/05/2026,24/10/2024,ACC193,SUP1092,,,,,,,,"Baker, Scott and Simmons",SUP7942,Allen Martin,PM4731,Elizabeth Hawkins,,,,,26001,,05/06/2026,Low,UK,East Jeffrey,In Progress,Low
PRJ2025-153,COMP16313,PROJ9440,ORG95306,,LVL1,IT Consulting,IT Audit and Compliance,,,,Enterprise,14/07/2024,29/09/2023,ACC455,SUP1926,,,,,,,,"Fuller, Ramos and Dawson",SUP2265,David Mccoy,PM9704,Sarah Jackson,,,,,36607,,19/07/2024,High,Canada,Lindaburgh,Completed,High
PRJ2021-360,COMP11567,PROJ5137,ORG70157,,LVL3,IT Consulting,Data Analytics Platform Implementation,,,,Small Business,,22/12/2024,ACC597,SUP4909,,,,,,,,Garcia-Martin,SUP4448,Andrew Tran,PM3107,Kenneth Hughes,,,,,34374,,,Medium,Germany,Port Samantha,Completed,High
PRJ2028-147,COMP37724,PROJ9111,ORG92604,,LVL1,Software Development,Infrastructure Upgrade,,,,Enterprise,20/03/2024,17/04/2024,ACC621,SUP6763,,,,,,,,"Thornton, White and Wang",SUP1950,Gregory Wallace,PM4270,Ronnie Ali,,,,,10678,,17/04/2024,High,France,West Charlesberg,In Progress,High
PRJ2021-943,COMP35311,PROJ9905,ORG25637,,LVL1,IT Infrastructure,Web Application Development,,,,Enterprise,07/08/2024,03/03/2023,ACC691,SUP7763,,,,,,,,Berry-Mahoney,SUP1571,Angelica Davis,PM8180,Michael Carter,,,,,42212,,29/08/2024,High,USA,Port Sandraburgh,In Progress,Medium
PRJ2026-335,COMP38695,PROJ2905,ORG66456,,LVL2,Software Development,Cloud Security Optimization,,,,Enterprise,18/04/2022,19/02/2022,ACC643,SUP7989,,,,,,,,Brewer-Finley,SUP4932,Jasmine Holmes,PM6530,Carlos Wallace,,,,,34205,,20/04/2022,High,Japan,Port Juan,Completed,High
PRJ2021-270,COMP33388,PROJ8725,ORG58762,,LVL3,IT Consulting,Infrastructure Upgrade,,,,Enterprise,28/12/2026,28/12/2024,ACC964,SUP9526,,,,,,,,"Mcgee, Buckley and Carrillo",SUP8908,Michelle Hansen,PM3849,Robert Anderson,,,,,23412,,10/01/2027,Medium,UK,Randyside,In Progress,Medium
PRJ2021-751,COMP60872,PROJ1626,ORG18742,,LVL1,IT Infrastructure,Client Portal Revamp,,,,Enterprise,,10/08/2021,ACC695,SUP9788,,,,,,,,Quinn PLC,SUP6393,Allen Cummings,PM4610,David Fernandez,,,,,47414,,,Low,Italy,Watsonfurt,Completed,High
PRJ2026-583,COMP14913,PROJ2010,ORG21581,,LVL1,IT Infrastructure,CRM Implementation,,,,Enterprise,,02/05/2021,ACC843,SUP4074,,,,,,,,Collins and Sons,SUP5581,Jeremy Cohen,PM9843,Richard Mcclure,,,,,26287,,,High,Australia,Port Stephanieville,Completed,High
PRJ2022-364,COMP51065,PROJ4917,ORG61725,,LVL3,IT Infrastructure,E-commerce Platform Integration,,,,Small Business,12/04/2024,24/08/2023,ACC654,SUP5844,,,,,,,,"Sullivan, Schultz and Gordon",SUP3544,John Cook,PM5632,Ronald Gillespie,,,,,10060,,11/05/2024,High,Germany,Port Christopher,In Progress,Low
PRJ2027-470,COMP15866,PROJ9800,ORG10725,,LVL2,IT Infrastructure,E-commerce Platform Integration,,,,Enterprise,05/07/2025,31/07/2023,ACC664,SUP4897,,,,,,,,Castro PLC,SUP8878,Maria Reed,PM2561,Patricia Oneal,,,,,35068,,20/07/2025,Low,Spain,Lake Jackie,In Progress,High
PRJ2023-283,COMP73291,PROJ9741,ORG80150,,LVL1,Software Development,Data Analytics Platform Implementation,,,,Small Business,16/08/2024,15/09/2023,ACC281,SUP3251,,,,,,,,Cooper and Sons,SUP3855,Leslie Guerrero,PM4611,Angela Cantrell,,,,,20107,,01/09/2024,High,France,Michelleview,Completed,High
PRJ2021-894,COMP84964,PROJ7948,ORG72799,,LVL3,Software Development,E-commerce Platform Integration,,,,Enterprise,24/05/2026,07/07/2024,ACC614,SUP1462,,,,,,,,Smith-Williams,SUP7285,John Dorsey,PM5428,Brian Gonzalez,,,,,45763,,29/05/2026,High,Spain,East Travis,Completed,Low
PRJ2023-695,COMP32126,PROJ3715,ORG97686,,LVL1,IT Consulting,Infrastructure Upgrade,,,,Enterprise,09/06/2021,18/04/2021,ACC886,SUP5111,,,,,,,,Caldwell-Pope,SUP6561,Andrew Williams,PM9237,Kristen Berry,,,,,34392,,13/06/2021,High,Germany,Lopezberg,Completed,High
PRJ2027-871,COMP35574,PROJ6806,ORG51233,,LVL2,IT Consulting,CRM Implementation,,,,Enterprise,26/04/2023,23/09/2021,ACC679,SUP9846,,,,,,,,"Huynh, Leon and Riggs",SUP5546,Gerald Ramirez,PM2449,Gerald Thomas,,,,,14055,,08/05/2023,Low,Australia,West Eric,Completed,Medium
PRJ2027-750,COMP45217,PROJ3909,ORG30024,,LVL3,IT Infrastructure,Managed Helpdesk Services,,,,Small Business,,26/08/2022,ACC385,SUP4167,,,,,,,,Dalton LLC,SUP4855,Taylor Scott,PM3310,Lisa Mckenzie,,,,,49170,,,Low,Canada,Lake Erinmouth,Completed,Medium
PRJ2028-202,COMP62653,PROJ6419,ORG57337,,LVL3,IT Infrastructure,Network Troubleshooting & Support,,,,Small Business,25/02/2022,24/03/2022,ACC186,SUP8537,,,,,,,,"Allen, Collins and Eaton",SUP8179,Jason Nguyen,PM9965,Diana Ryan,,,,,39592,,26/02/2022,Low,Japan,Sanchezport,Completed,High
PRJ2026-623,COMP39424,PROJ1604,ORG16446,,LVL2,IT Consulting,Network Troubleshooting & Support,,,,Small Business,06/12/2024,30/10/2023,ACC961,SUP1155,,,,,,,,"Dunlap, Olsen and Mendez",SUP5069,Crystal Anderson,PM5822,Matthew Walker,,,,,15610,,08/12/2024,High,Japan,North Sabrinachester,Completed,Low
PRJ2027-390,COMP47497,PROJ5581,ORG15285,,LVL2,IT Infrastructure,Managed Helpdesk Services,,,,Small Business,01/02/2025,17/11/2022,ACC237,SUP5755,,,,,,,,Harper Ltd,SUP6528,Jonathan Buchanan,PM9607,Melissa Dawson,,,,,20941,,06/02/2025,High,Italy,New Richardville,Completed,Medium
PRJ2027-665,COMP61312,PROJ6868,ORG13663,,LVL2,IT Consulting,Web Application Development,,,,Enterprise,24/09/2024,26/07/2024,ACC944,SUP8888,,,,,,,,"Gomez, Ruiz and Chapman",SUP7974,Kendra Huang,PM7352,Felicia Armstrong,,,,,28036,,20/10/2024,Low,Spain,Lake Brandonstad,In Progress,Medium
PRJ2023-880,COMP69489,PROJ4498,ORG16657,,LVL2,IT Infrastructure,Infrastructure Upgrade,,,,Small Business,07/08/2023,31/03/2023,ACC890,SUP7093,,,,,,,,"West, Dennis and Smith",SUP2194,Kevin Mason,PM2839,Ann Scott,,,,,45734,,11/08/2023,Low,France,New Jessica,In Progress,Low
PRJ2028-871,COMP46357,PROJ9918,ORG70117,,LVL3,IT Infrastructure,Infrastructure Upgrade,,,,Small Business,06/12/2024,13/03/2023,ACC208,SUP6246,,,,,,,,Wood-Gill,SUP8789,Tony Ryan,PM3942,Robert Schwartz,,,,,15968,,14/12/2024,Medium,USA,Masseyburgh,Completed,High
PRJ2022-318,COMP83471,PROJ3994,ORG32982,,LVL2,Software Development,Data Analytics Platform Implementation,,,,Small Business,25/08/2023,11/04/2021,ACC908,SUP7403,,,,,,,,Phillips-Johnson,SUP3441,Eric Hess,PM2270,Holly Meyers,,,,,13195,,28/08/2023,High,Brazil,Johnborough,In Progress,High
PRJ2027-659,COMP23612,PROJ9395,ORG64013,,LVL1,IT Infrastructure,Mobile App Development,,,,Small Business,19/06/2025,11/07/2023,ACC468,SUP9022,,,,,,,,Ortega-Jackson,SUP2412,Luis Nelson,PM7626,Jeffrey Rojas,,,,,45300,,08/07/2025,Medium,Australia,Port Hollytown,In Progress,Medium
PRJ2028-177,COMP73215,PROJ4969,ORG45190,,LVL2,IT Infrastructure,Data Analytics Platform Implementation,,,,Enterprise,24/09/2023,18/11/2021,ACC333,SUP7373,,,,,,,,Keith-Ibarra,SUP7406,Nina Brown,PM5917,William Walters,,,,,22605,,30/09/2023,High,USA,Atkinstown,Completed,High
PRJ2021-206,COMP91759,PROJ9233,ORG52600,,LVL3,IT Infrastructure,Cloud Security Optimization,,,,Small Business,07/07/2022,16/05/2021,ACC739,SUP8743,,,,,,,,Castro LLC,SUP9153,Christy Fisher,PM9089,Justin Garcia,,,,,15777,,19/07/2022,Medium,UK,Summerberg,Completed,Medium
PRJ2023-829,COMP63355,PROJ3983,ORG37240,,LVL3,Software Development,IT Audit and Compliance,,,,Small Business,11/10/2025,25/02/2023,ACC513,SUP1132,,,,,,,,Mcgee Group,SUP5473,Joshua Sandoval MD,PM6688,Sharon Owens,,,,,23354,,24/10/2025,Low,Germany,North Vanessa,In Progress,High
PRJ2023-774,COMP24426,PROJ6251,ORG84245,,LVL3,IT Consulting,Managed Helpdesk Services,,,,Enterprise,07/12/2025,09/07/2023,ACC594,SUP7926,,,,,,,,Hardy-Gordon,SUP8603,Mrs. Veronica Wells,PM8678,Elizabeth Stewart,,,,,11105,,27/12/2025,Low,Japan,West Jeffreyberg,In Progress,Medium
PRJ2027-405,COMP80095,PROJ6146,ORG67188,,LVL1,Software Development,Mobile App Development,,,,Small Business,24/03/2024,05/05/2022,ACC216,SUP9062,,,,,,,,Jones and Sons,SUP6553,Charles Fernandez,PM9770,Valerie Cantrell,,,,,24991,,08/04/2024,Medium,Australia,North Ashley,In Progress,High
PRJ2023-410,COMP20756,PROJ9207,ORG61724,,LVL2,IT Infrastructure,Data Analytics Platform Implementation,,,,Enterprise,31/10/2022,10/04/2021,ACC964,SUP6077,,,,,,,,Whitaker-Gordon,SUP7557,Virginia Morrison,PM4331,Scott Martinez,,,,,49225,,21/11/2022,Medium,France,Stephenstown,Completed,Medium
